id,Prov,trade good ,latent trade good,tax,prod,manpower,terrain,Center of Trade,Local Airport,Airport,Border Crossing,Mountain Pass,Isthmus,River Tributary,River Estruary
4328,Gluchow,Dairy,0,1,1,1,Farmlands,,,,,,,,
4329,City of Gostynin,Dairy,0,2,3,3,Forest,,,,,,,,
4330,Gabin,0,0,1,1,2,Farmlands,,,,,,,,
4331,Lack,0,0,1,1,1,Forest,,,,,,,,
4332,Bielawy,Horses,0,1,1,1,Grasslands,,,,,,,,
4334,Kiernozia,Livestock,0,1,1,1,Farmlands,,,,,,,,
4335,Wiskitki,0,0,2,1,1,Farmlands,,,,,,,,
4336,Godzinaow,Grain,0,1,1,1,Farmlands,,,,,,,,
4337,City of Sieradz,Chemicals,0,5,9,7,Urban,,,,,,,,
4338,Dobron,Iron,0,1,1,1,Forest,,,,,,,,
4339,Burzenin,0,0,1,1,1,Grasslands,,,,,,,,
4340,Poddebice,0,0,2,1,2,Grasslands,,,,,,,,
4341,Lask,Cloth,0,3,3,5,Grasslands,,,,,,,,
4342,Oporow,Grain,0,1,1,1,Farmlands,,,,,,,,
4343,Serokomla,Lumber,0,1,1,1,Forest,,,,,,,,
4344,Jeziorzany,0,0,1,1,1,Woods,,,,,,,,
4345,Lipce Reymontowskie,Livestock,0,1,1,1,Farmlands,,,,,,,,
4359,Mlynarze,0,0,1,1,1,Woods,,,,,,,,
4360,Regimin,Mushrooms,0,1,1,1,Grasslands,,,,,,,,
4361,Trzebiatow,0,0,2,1,2,Grasslands,,,,,,,,
4362,City of Ustka,Tourists,0,3,1,2,#N/A,,,,,,,,
4363,Szemud,Stone,0,4,1,3,Grasslands,,,,,,,,
4364,Cewice,Livestock,0,1,1,1,Forest,,,,,,,,
4365,Miastko,0,0,3,2,3,Forest,,,,,,,,
4366,Slawoborze,0,0,1,1,1,Forest,,,,,,,,
4367,Bytow,0,0,4,6,4,Woods,,,,,,,,
4368,Borzytuchom,0,0,1,1,1,Forest,,,,,,,,
4369,Rabino,0,0,1,1,1,Woods,,,,,,,,
4370,Koszalin,Glass,0,22,24,19,Urban,,,,,,,,
4371,Biesiekierz,0,0,1,1,1,Grasslands,,,,,,,,
4372,Dygowo,0,0,1,1,1,Farmlands,,,,,,,,
4373,Okonek,0,0,1,1,1,Forest,,,,,,,,
4374,Barwice,0,0,1,1,1,Woods,,,,,,,,
4375,Rzeczenica,0,0,1,1,1,Forest,,,,,,,,
4376,Tychowo,0,0,1,1,1,Forest,,,,,,,,
4377,Debnica Kaszubska,0,0,1,1,1,Forest,,,,,,,,
4378,Czarna Dabrowka,0,0,1,1,1,Forest,,,,,,,,
4379,Kolczyglowy,0,0,1,1,1,Forest,,,,,,,,
4380,Malechowo,0,0,1,1,1,Woods,,,,,,,,
4381,Brzesc Kujawski,Confectionery,0,2,1,2,Farmlands,,,,,,,,
4382,Wloclawek,0,0,1,1,1,Forest,,,,,,,,
4383,City of Radziejow,0,0,1,1,1,Farmlands,,,,,,,,
4384,Sepolno Krajenskie,0,0,2,2,2,Grasslands,,,,,,,,
4385,City of Czluchow,0,0,2,3,2,Woods,,,,,,,,
4386,Kamien Krajenski,0,0,1,1,1,Farmlands,,,,,,,,
4387,Sierakowice,Confectionery,0,4,2,3,Grasslands,,,,,,,,
4388,Czarna Woda,0,0,1,1,1,Forest,,,,,,,,
4389,Stezyca,0,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
4390,Osielsko,Chemicals,0,4,2,3,Forest,,,,,,,,
4391,Vivarais,Grain,0,1,1,1,Farmlands,,,,,,,,
4392,Pakosc,0,0,1,1,1,Farmlands,,,,,,,,
4407,Bialopole,Hemp,0,1,1,1,Farmlands,,,,,,,,
4408,Webkowice,Sugar,0,1,1,1,Farmlands,,,,,,,,
4409,Trzeszczany,Vegetables,0,1,1,1,Farmlands,,,,,,,,
4410,Oleszyce,Chemicals,0,1,1,1,Farmlands,,,,,,,,
4411,Rokitno,Grain,0,1,1,1,Farmlands,,,,,,,,
4412,Tarnawatka,Lumber,0,1,1,1,Forest,,,,,,,,
4413,Stary Dzikow,Pigs,0,1,1,1,Woods,,,,,,,,
4414,Dubiecko,Triticale,0,1,1,1,Grasslands,,,,,,,,
4415,Komarow-Osada,Iron,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
4416,Krynica,Grain,0,1,1,1,Farmlands,,,,,,,,
4417,Pruchnik,Lumber,0,1,1,1,Forest,,,,,,,,
4418,Kamien,Fruits,0,1,1,1,Farmlands,,,,,,,,
4419,City of Chelm,Stone,0,15,9,10,Urban,,,,,,,,
4420,Ruda-Huta,Glass,0,#N/A,#N/A,#N/A,Marsh,,,,,,,,
4421,Dynow,Cattle,0,1,1,1,Grasslands,,,,,,,,
4422,Debowiec,Tourists,0,1,1,1,Woods,,,,,,,,
4423,Wola Uhruska,Glass,0,1,1,1,Woods,,,,,,,,
4424,Wierzbica,Grain,0,1,1,1,Farmlands,,,,,,,,
4425,City of Krasnystaw,Dairy,0,2,3,3,Farmlands,,,,,,,,
4426,Korczyna,Confectionery,0,2,1,2,Farmlands,,,,,,,,
4427,Kroscienko Wyzne,Wine,0,1,1,1,Hills,,,,,,,,
4428,Puchaczow,Coal,0,1,4,1,Farmlands,,,,,,,,
4429,Sosnowica,Grain,0,1,1,1,Farmlands,,,,,,,,
4430,Wyryki,Lumber,0,1,1,1,Forest,,,,,,,,
4431,City of Wlodawa,Livestock,0,2,1,2,Grasslands,,,,,,,,
4432,City of Rejowiec Fabryczny,Ceramics,0,1,1,1,Hills,,,,,,,,
4433,Trawiniki,Chemicals,0,1,1,1,Farmlands,,,,,,,,
4434,Jaroslaw,Pigs,0,1,1,2,Farmlands,,,,,,,,
4435,Urszulin,Fish,0,1,1,1,Floodplains,,,,,,,,
4436,Siedliszcze,Oil,0,1,1,1,Farmlands,,,,,,,,
4437,Tarnogrod,Iron,0,1,1,1,Farmlands,,,,,,,,
4438,Krasnobrod,Fruits,0,1,1,2,Farmlands,,,,,,,,
4439,Zamosc,Grain,0,3,1,4,Farmlands,,,,,,,,
4441,Sitno,Stone,0,1,1,1,Grasslands,,,,,,,,
4442,Adamowka,Fish,0,1,1,1,Floodplains,,,,,,,,
4443,Ksiezopol,Grain,0,1,1,1,Farmlands,,,,,,,,
4444,Jozefow,Stone,0,4,3,3,Forest,,,,,,,,
4445,Obsza,Grain,0,1,1,1,Farmlands,,,,,,,,
4446,Szczebrzeszyn,Livestock,0,1,1,2,Farmlands,,,,,,,,
4447,Aleksandrow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4448,Stary Zamosc,Grain,0,1,1,1,Farmlands,,,,,,,,
4449,Drelow,Lumber,0,1,1,1,Forest,,,,,,,,
4451,Zwierzyniec,Beer,0,1,1,1,Forest,,,,,,,,
4452,Krasnik,Stone,0,1,1,1,Woods,,,,,,,,
4453,City of Przeworsk,Vodka,0,2,4,2,Farmlands,,,,,,,,
4454,Markowa,Poultry,0,1,1,1,Farmlands,,,,,,,,
4455,Tryncza,Triticale,0,1,1,1,Grasslands,,,,,,,,
4456,Lanut,Metalworking,0,3,1,4,Farmlands,,,,,,,,
4457,Chmielnik,Horses,0,1,1,2,Hills,,,,,,,,
4458,Jawornik Polski,Triticale,0,1,1,1,Hills,,,,,,,,
4459,Batorz,Vegetables,0,1,1,1,Farmlands,,,,,,,,
4460,Handia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4461,Lomazy,Fur,0,1,1,1,Grasslands,,,,,,,,
4462,Komarowka Podlaska,Vodka,0,1,1,1,Woods,,,,,,,,
4463,Zalesie,Lumber,0,1,1,1,Forest,,,,,,,,
4464,Ostrow Lubelski,Vegetables,0,1,1,1,Farmlands,,,,,,,,
4465,Jablonna,Fruits,0,5,1,4,Farmlands,,,,,,,,
4466,Modliborzyce,Mushrooms,0,1,1,1,Forest,,,,,,,,
4467,City of Lezajsk,Beer,0,1,3,2,Grasslands,,,,,,,,
4468,Nowa Sarzyna,Chemicals,0,3,1,3,Grasslands,,,,,,,,
4480,Rossosz,Livestock,0,1,1,1,Grasslands,,,,,,,,
4491,City of Terespol,Vegetables,0,1,1,1,Marsh,,,,,,,,
4492,Borzechow,Grain,0,1,1,1,Farmlands,,,,,,,,
4493,Mielnik,Stone,0,1,1,1,Forest,,,,,,,,
4494,Janow Lubelski,Confectionery,0,2,2,2,Woods,,,,,,,,
4495,City of Lancut,Paper,0,2,5,3,Farmlands,,,,,,,,
4496,Ulanow,Wool,0,1,1,1,Grasslands,,,,,,,,
4497,Jarocin,Lumber,0,1,1,1,Forest,,,,,,,,
4498,Belzyce,Hemp,0,2,1,2,Farmlands,,,,,,,,
4499,Zakrzowek,Fruits,0,1,1,1,Hills,,,,,,,,
4500,Bilgoraj,Wine,0,2,1,2,Farmlands,,,,,,,,
4501,Piszczac,Lumber,0,1,1,1,Forest,,,,,,,,
4502,Glusk,Hemp,0,2,1,2,Farmlands,,,,,,,,
4503,Kamionka,Grain,0,1,1,1,Grasslands,,,,,,,,
4504,Firlej,Tourists,0,1,1,1,Grasslands,,,,,,,,
4505,Niemce,Confectionery,0,3,2,4,Farmlands,,,,,,,,
4506,Serniki,Amber,0,1,1,1,Grasslands,,,,,,,,
4507,Zolkiewka,Grain,0,1,1,1,Farmlands,,,,,,,,
4508,Biszcza,Lumber,0,1,1,1,Woods,,,,,,,,
4509,Kurylowka,Barley,0,1,1,1,Grasslands,,,,,,,,
4510,Biala Podlaska,Iron,0,2,2,2,Woods,,,,,,,,
4511,City of Biala Podlaska,Iron,0,11,10,10,Urban,,,,,,,,
4512,Koprzywnica,Wine,0,1,1,1,Farmlands,,,,,,,,
4513,Konstantynow,Lumber,0,1,1,1,Woods,,,,,,,,
4516,City of Garwolin,Lumber,0,2,5,3,Grasslands,,,,,,,,
4520,Promna,0,0,1,1,1,Farmlands,,,,,,,,
4521,Loniow,Fruits,0,1,1,1,Farmlands,,,,,,,,
4523,Gruta,Livestock,0,1,1,1,Farmlands,,,,,,,,
4524,Brzuze,0,0,1,1,1,Farmlands,,,,,,,,
4525,Wapielsk,0,0,1,1,1,Farmlands,,,,,,,,
4526,Pluznica,Wool,0,1,1,1,Grasslands,,,,,,,,
4527,Olesno,Grain,0,2,3,3,Farmlands,,,,,,,,
4528,Bobrowo,Livestock,0,1,1,1,Farmlands,,,,,,,,
4529,Grodziczno,Triticale,0,1,1,1,Grasslands,,,,,,,,
4530,Lipsk,Livestock,0,1,1,1,Woods,,,,,,,,
4531,Kedzierzyny-Kozle,Sulfur,0,9,11,10,Urban,,,,,,,,
4532,Kluki,Lumber,0,1,1,1,Forest,,,,,,,,
4533,City of Golub-Dobrzyn,Vegetables,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
4534,City of Jaroslaw,Glass,0,5,9,6,Farmlands,,,,,,,,
4535,Bartniczka,Grain,0,1,1,1,Farmlands,,,,,,,,
4536,Gozdowo,0,0,1,1,1,Farmlands,,,,,,,,
4537,Sierpc,Dairy,0,1,1,1,Farmlands,,,,,,,,
4538,City of Brodnica,Tourists,0,4,8,5,Farmlands,,,,,,,,
4539,Lubawa,Glass,0,1,1,1,Floodplains,,,,,,,,
4540,Grajewo,Lumber,0,1,1,1,Grasslands,,,,,,,,
4541,Gorzno,Stone,0,1,1,1,Forest,,,,,,,,
4542,Baranowo,0,0,1,1,1,Woods,,,,,,,,
4543,Czarnia,Grain,0,1,1,1,Woods,,,,,,,,
4544,Jonkowo,Cattle,0,1,1,1,Marsh,,,,,,,,
4545,Szczytno,Vegetables,0,#N/A,#N/A,#N/A,Floodplains,,,,,,,,
4546,Walcz,Fruits,0,2,1,2,Forest,,,,,,,,
4547,Trzcianka,Copper,0,3,3,4,Forest,,,,,,,,
4548,Resko,0,0,1,1,1,Forest,,,,,,,,
4549,Ujscie,0,0,1,1,1,Grasslands,,,,,,,,
4550,Bialosliwie,0,0,1,1,1,Farmlands,,,,,,,,
4551,City of Swidwin,Lumber,0,2,1,2,Grasslands,,,,,,,,
4552,Lobez,0,0,2,1,2,Woods,,,,,,,,
4553,Golczewo,0,0,1,1,1,Forest,,,,,,,,
4555,Rewal,0,0,1,1,1,Woods,,,,,,,,
4556,Kamien Pomorski,0,0,2,1,2,Grasslands,,,,,,,,
4557,Krajenka,0,0,1,1,1,Forest,,,,,,,,
4558,Karnice,0,0,1,1,1,Grasslands,,,,,,,,
4559,Siemysl,0,0,1,1,1,Farmlands,,,,,,,,
4560,Lobzenica,0,0,1,1,1,Farmlands,,,,,,,,
4561,Dlutow,Livestock,0,1,1,1,Woods,,,,,,,,
4562,Parzeczew,0,0,1,1,1,Grasslands,,,,,,,,
4563,Andrespol,Ceramics,0,2,1,2,Grasslands,,,,,,,,
4564,Brzeziny,Grain,0,1,1,1,Farmlands,,,,,,,,
4565,City of Belchatow,Iron,0,9,7,9,Urban,,,,,,,,
4566,Kairwan,0,0,1,1,1,Forest,,,,,,,,
4567,Klucze,Tourists,0,2,1,2,Drylands,,,,,,,,
4568,Aleksandrow Lodzki,0,0,5,3,6,Urban,,,,,,,,
4569,City of Zgierz,Cloth,0,8,7,10,Urban,,,,,,,,
4570,Orchowo,0,0,1,1,1,Farmlands,,,,,,,,
4571,City of Slupca,0,0,1,3,2,Farmlands,,,,,,,,
4572,City of Olesnica,Paper,0,5,6,6,Urban,,,,,,,,
4573,Zagorow,0,0,1,1,1,Grasslands,,,,,,,,
4574,Nowe Skalmierzyce,0,0,3,6,3,Farmlands,,,,,,,,
4575,Ostrow Wielkopolski,0,0,2,2,3,Grasslands,,,,,,,,
4576,Skarbimierz,Oil,0,1,3,1,Farmlands,,,,,,,,
4578,Pakoslawice,Livestock,0,1,1,1,Grasslands,,,,,,,,
4579,Sycow,Vegetables,0,2,2,3,Woods,,,,,,,,
4580,Olawa,Livestock,0,3,2,2,Grasslands,,,,,,,,
4581,Kolaczkowo,0,0,1,1,1,Farmlands,,,,,,,,
4582,Pleszew,0,0,4,5,5,Farmlands,,,,,,,,
4583,Sosnie,0,0,1,1,1,Forest,,,,,,,,
4584,Witkowo,0,0,2,1,2,Farmlands,,,,,,,,
4585,Wrzesnia,0,0,7,12,9,Urban,,,,,,,,
4586,Nowe Miasto nad Warta,0,0,1,1,1,Farmlands,,,,,,,,
4587,Dlugoleka,Livestock,0,7,5,8,Urban,,,,,,,,
4588,Jutrosin,0,0,1,1,1,Grasslands,,,,,,,,
4589,Zmigrod,Vegetables,0,2,1,2,Farmlands,,,,,,,,
4590,Krotszyn,0,0,6,16,7,Urban,,,,,,,,
4591,Miloslaw,Beer,0,1,1,1,Grasslands,,,,,,,,
4592,Pepowo,0,0,1,1,1,Farmlands,,,,,,,,
4593,Jaraczewo,0,0,1,1,1,Farmlands,,,,,,,,
4594,Wiszina Mala,Grain,0,2,1,2,Woods,,,,,,,,
4595,Dolsk,0,0,1,1,1,Farmlands,,,,,,,,
4596,Szamotuly,Oil,0,4,4,5,Urban,,,,,,,,
4597,Ksiaz Wielkopolski,0,0,1,1,1,Grasslands,,,,,,,,
4598,Twardogora,Lumber,0,2,2,2,Forest,,,,,,,,
4599,Tarnowo Podgorne,0,0,8,22,6,Urban,,,,,,,,
4600,Obrzycko,Stone,0,1,1,1,Grasslands,,,,,,,,
4601,Komorniki,Lumber,0,1,1,1,Farmlands,,,,,,,,
4602,Motilones,0,0,7,14,6,Urban,,,,,,,,
4603,Mosina,0,0,5,3,6,Urban,,,,,,,,
4604,Nowa Sol,Lumber,0,1,1,1,Woods,,,,,,,,
4605,Otyn,Vegetables,0,1,1,1,Woods,,,,,,,,
4606,Rzgow,0,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
4607,Granowo,0,0,1,1,1,Farmlands,,,,,,,,
4608,Opalenica,0,0,2,2,3,Farmlands,,,,,,,,
4609,Duszniki,Grain,0,1,1,1,Farmlands,,,,,,,,
4610,Puszczykowo,0,0,1,1,1,Forest,,,,,,,,
4611,Buk,0,0,2,2,2,Farmlands,,,,,,,,
4612,Wolsztyn,0,0,4,7,5,Urban,,,,,,,,
4613,Tomysl,0,0,5,9,5,Woods,,,,,,,,
4614,Grodzisk Wielkopolski,0,0,3,4,3,Woods,,,,,,,,
4615,Osieczna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4616,Rydzyna,0,0,1,2,1,Farmlands,,,,,,,,
4617,Glogow,Copper,0,1,1,1,Grasslands,,,,,,,,
4618,Gniezno,Iron,0,2,1,2,Grasslands,,,,,,,,
4619,Kornik,0,0,7,11,6,Urban,,,,,,,,
4620,Swarzedz,0,0,9,12,10,Urban,,,,,,,,
4621,City of Koscian,0,0,3,4,4,Farmlands,,,,,,,,
4622,City of Inowroclaw,Salt,0,11,12,12,Urban,,,,,,,,
4623,Kostrzyn,0,0,3,3,3,Farmlands,,,,,,,,
4624,Czerniejowo,0,0,1,1,1,Woods,,,,,,,,
4640,Brzeg,Confectionery,0,5,4,6,Urban,,,,,,,,
4641,Przeworno,Grain,0,1,1,1,Farmlands,,,,,,,,
4642,Chocz,0,0,1,1,1,Woods,,,,,,,,
4643,Mikstat,0,0,1,1,1,Grasslands,,,,,,,,
4645,Nysa,Confectionery,0,8,9,10,Urban,,,,,,,,
4646,Ostrowite,0,0,1,1,1,Farmlands,,,,,,,,
4647,Bilaznow,0,0,1,1,1,Farmlands,,,,,,,,
4648,Popielow,Livestock,0,1,1,1,Woods,,,,,,,,
4649,Kleczew,0,0,2,1,1,Farmlands,,,,,,,,
4651,City of Plonsk,Sugar,0,4,5,4,Grasslands,,,,,,,,
4654,Czerwinsk nad Wisla,0,0,1,1,1,Farmlands,,,,,,,,
4655,Czernice Borowe,0,0,1,1,1,Farmlands,,,,,,,,
4657,Krzynowloga Mala,0,0,1,1,1,Woods,,,,,,,,
4658,Zbojna,Mushrooms,0,1,1,1,Forest,,,,,,,,
4659,Czerwonka,0,0,1,1,1,Forest,,,,,,,,
4660,Branszczyk,0,0,1,1,1,Forest,,,,,,,,
4662,Rzewnie,0,0,1,1,1,Grasslands,,,,,,,,
4663,Naruszewo,0,0,1,1,1,Farmlands,,,,,,,,
4666,Makow Mazowiecki,0,0,1,1,1,Grasslands,,,,,,,,
4679,Nowe Piekuty,Grain,0,1,1,1,Farmlands,,,,,,,,
4680,Tarczyn,0,0,2,1,2,Farmlands,,,,,,,,
4681,Lochow,0,0,2,1,3,Woods,,,,,,,,
4682,Sobienie-Jeziory,0,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
4683,Jadow,0,0,1,1,1,Grasslands,,,,,,,,
4684,Choroszcz,Vodka,0,2,3,3,Grasslands,,,,,,,,
4685,Paprotnia,Grain,0,1,1,1,Grasslands,,,,,,,,
4686,Mordy,0,0,1,1,1,Grasslands,,,,,,,,
4687,Losice,0,0,1,1,1,Farmlands,,,,,,,,
4688,Przesmyki,Grain,0,1,1,1,Grasslands,,,,,,,,
4689,Platerow,0,0,1,1,1,Farmlands,,,,,,,,
4690,City of Siemiatycze,Vegetables,0,2,2,2,Farmlands,,,,,,,,
4691,Wyszogrod,0,0,1,1,1,Farmlands,,,,,,,,
4692,Narwa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4693,Parysow,Livestock,0,1,1,1,Grasslands,,,,,,,,
4694,Dziemiany,Lumber,0,1,1,1,Forest,,,,,,,,
4695,Stara Kiszewa,Tourists,0,1,1,1,Forest,,,,,,,,
4696,Nowa Wies Wielka,0,0,1,1,1,Forest,,,,,,,,
4697,Kartuzy,0,0,6,5,6,Urban,,,,,,,,
4698,Dobrodzien,Lumber,0,1,1,1,Woods,,,,,,,,
4699,Pawonkow,0,0,1,1,1,Forest,,,,,,,,
4700,Ozimek,Glass,0,2,2,3,Forest,,,,,,,,
4701,Ciasna,0,0,1,1,1,Woods,,,,,,,,
4702,Zawadzkie,Iron,0,1,1,1,Woods,,,,,,,,
4703,Toszek,0,0,1,1,1,Farmlands,,,,,,,,
4704,Swieklaniec,0,0,2,1,2,Forest,,,,,,,,
4705,Izbicko,Horses,0,1,1,1,Farmlands,,,,,,,,
4706,Tarnowskie Gory,0,0,10,12,11,Urban,,,,,,,,
4707,Cieszyn,Cloth,0,5,8,6,Urban,,,,,,,,
4708,Hazlach,0,0,1,1,2,Hills,,,,,,,,
4709,Dabrowa,Grain,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
4710,Zakrzewo,Grain,0,1,1,1,Grasslands,,,,,,,,
4711,Pakoslaw,0,0,1,1,1,Grasslands,,,,,,,,
4712,Waganiec,Vegetables,0,1,1,1,Farmlands,,,,,,,,
4713,Kruszowica,Oil,0,3,2,3,Farmlands,,,,,,,,
4714,Unislaw,0,0,1,1,1,Farmlands,,,,,,,,
4715,Lniano,0,0,1,1,1,Grasslands,,,,,,,,
4716,Grzegorzew,0,0,1,1,1,Grasslands,,,,,,,,
4717,Godow,0,0,2,1,2,Hills,,,,,,,,
4718,Jeziora Wielkie,0,0,1,1,1,Farmlands,,,,,,,,
4719,Solec Kujawski,Stone,0,3,3,3,Forest,,,,,,,,
4720,Rojewo,0,0,1,1,1,Grasslands,,,,,,,,
4721,Aleksandrow Kujawski,Fruits,0,1,1,2,Farmlands,,,,,,,,
4722,Ciechocinek,Tourists,0,1,2,1,Grasslands,,,,,,,,
4724,Kozy,Livestock,0,2,1,2,Woods,,,,,,,,
4725,Czernichow,0,0,#N/A,#N/A,#N/A,Hills,,,,,,,,
4726,Kety,Iron,0,4,4,6,Farmlands,,,,,,,,
4727,Dolice,0,0,1,1,1,Farmlands,,,,,,,,
4728,Boleszkowice,Grain,0,1,1,1,Forest,,,,,,,,
4729,Stare Czarnowo,0,0,1,1,1,Forest,,,,,,,,
4730,Marianowo,Grain,0,1,1,1,Farmlands,,,,,,,,
4731,Wronki,Iron,0,3,6,3,Forest,,,,,,,,
4732,Polajewo,Grain,0,1,1,1,Grasslands,,,,,,,,
4733,Ryczywowl,0,0,1,1,1,Grasslands,,,,,,,,
4734,Golancz,0,0,1,1,1,Farmlands,,,,,,,,
4735,Wagrowiec,0,0,2,1,2,Farmlands,,,,,,,,
4736,Dobiegniew,Vegetables,0,1,1,1,Farmlands,,,,,,,,
4737,Drawno,0,0,1,1,1,Forest,,,,,,,,
4738,Marklowice,0,0,1,1,1,Farmlands,,,,,,,,
4739,City of Stargard,Sugar,0,10,12,12,Urban,,,,,,,,
4740,Suchan,0,0,1,1,1,Farmlands,,,,,,,,
4741,Halle,Glass,0,1,1,1,Farmlands,,,,,,,,
4742,Krzanowice,0,0,1,1,1,Farmlands,,,,,,,,
4743,Lubomia,0,0,1,1,1,Farmlands,,,,,,,,
4744,Skoczow,0,0,3,5,4,Hills,,,,,,,,
4745,City of Elblag,Metalworking,0,22,17,21,High Urban,,,,,,,,
4746,Nowe,0,0,1,1,1,Grasslands,,,,,,,,
4747,Szczecinek,0,0,1,1,1,Grasslands,,,,,,,,
4748,Renska Wies,Naval supplies,0,1,1,1,Farmlands,,,,,,,,
4749,Rudnik,0,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
4750,Ujazd,Iron,0,#N/A,#N/A,#N/A,Hills,,,,,,,,
4751,Rybnik Srodmiescie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4752,Strumien,0,0,2,1,2,Farmlands,,,,,,,,
4753,Wilamowice,0,0,2,1,3,Farmlands,,,,,,,,
4754,Sosnicowice,0,0,1,1,1,Forest,,,,,,,,
4755,Podrinje,Coal,0,1,3,1,Hills,,,,,,,,
4756,Zory,Coal,0,12,11,11,Urban,,,,,,,,
4757,Bedzin,0,0,8,7,10,Urban,,,,,,,,
4758,Chelmza,0,0,1,1,1,Farmlands,,,,,,,,
4759,Bierawa,Mushrooms,0,1,1,1,Woods,,,,,,,,
4760,Proszkow,Stone,0,1,1,1,Farmlands,,,,,,,,
4762,Chrzastowice,Copper,0,1,1,1,Woods,,,,,,,,
4764,Gniewkowo,0,0,2,1,2,Farmlands,,,,,,,,
4765,Dabrowa,0,0,1,1,1,Farmlands,,,,,,,,
4766,Sicienko,0,0,1,1,2,Farmlands,,,,,,,,
4767,Lubianka,0,0,1,1,1,Farmlands,,,,,,,,
4768,Osiek,Grain,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
4769,City of Kwidzyn,Paper,0,7,10,7,Urban,,,,,,,,
4770,Wierzbinek,0,0,1,1,1,Farmlands,,,,,,,,
4771,Chodecz,0,0,1,1,1,Farmlands,,,,,,,,
4772,Dabrowicez,Grain,0,1,1,1,Farmlands,,,,,,,,
4773,Chodow,Grain,0,1,1,1,Farmlands,,,,,,,,
4774,Babiak,0,0,1,1,1,Farmlands,,,,,,,,
4775,Drzycim,0,0,1,1,1,Woods,,,,,,,,
4776,Lipusz,Tourists,0,1,1,1,Forest,,,,,,,,
4777,Rogowo,0,0,#N/A,#N/A,#N/A,Woods,,,,,,,,
4778,Stryszow,Grain,0,1,1,1,Grasslands,,,,,,,,
4779,Jemielnica,Lumber,0,1,1,1,Woods,,,,,,,,
4780,Strzelce Opolskie,Stone,0,4,6,5,Urban,,,,,,,,
4781,Rabka-Zdroj,Tourists,0,3,2,3,Highlands,,,,,,,,
4782,Jordanow,Triticale,0,1,1,2,Highlands,,,,,,,,
4783,City of Mszana Dolna,Livestock,0,1,1,1,Hills,,,,,,,,
4784,Wisniowa,Iron,0,1,1,1,Hills,,,,,,,,
4785,Lipnica,Confectionery,0,1,1,1,Forest,,,,,,,,
4786,Prignitz,Iron,0,3,2,3,Urban,,,,,,,,
4787,Stepnica,0,0,1,1,1,Woods,,,,,,,,
4788,Ploty,0,0,1,1,1,Woods,,,,,,,,
4789,Zlocieniec,Ceramics,0,2,1,2,Woods,,,,,,,,
4846,Lubien,Livestock,0,1,1,1,Hills,,,,,,,,
4847,City of Limanowa,Lumber,0,3,5,2,Hills,,,,,,,,
4848,Limanowaa,Chemicals,0,4,1,4,Hills,,,,,,,,
4849,Nowy Wisnicz,Apiculture,0,2,1,2,Hills,,,,,,,,
4850,Skawina,Iron,0,8,11,8,Urban,,,,,,,,
4851,Zabierzow,Stone,0,#N/A,#N/A,#N/A,Hills,,,,,,,,
4852,Lanckorona,Paper,0,1,1,1,Hills,,,,,,,,
4853,Sucha Beskidzka,Iron,0,1,4,1,Grasslands,,,,,,,,
4854,Wielka Wies,Grain,0,3,3,3,Farmlands,,,,,,,,
4855,Liszkix,Grain,0,3,3,3,Farmlands,,,,,,,,
4856,Zembrzyce,Fur,0,1,1,1,Highlands,,,,,,,,
4857,Wielkie Oczy,Ceramics,0,1,1,1,Woods,,,,,,,,
4858,City of Radymno,Chemicals,0,1,1,1,Farmlands,,,,,,,,
4859,Ulhowek,Hemp,0,1,1,1,Farmlands,,,,,,,,
4860,Lubycza Krolewska,Lumber,0,1,1,1,Woods,,,,,,,,
4861,Dolhobyczow,Vegetables,0,1,1,1,Farmlands,,,,,,,,
4862,Tyczyn,0,0,1,1,2,Hills,,,,,,,,
4863,Ochotnica Dolna,Mushrooms,0,1,1,1,Woods,,,,,,,,
4864,Niedzwiedz,Lumber,0,1,1,1,Highlands,,,,,,,,
4865,Mszana Dolna,Grain,0,3,1,3,Highlands,,,,,,,,
4866,Zawoja,Oscypek,0,1,1,1,Mountain,,,,,,,,
4867,Makow Podhalanski,Wheat,0,2,1,2,Grasslands,,,,,,,,
4868,Stubno,Horses,0,1,1,1,Grasslands,,,,,,,,
4869,Przemysl,Lumber,0,1,1,2,Woods,,,,,,,,
4935,Zabki,0,0,7,3,8,Urban,,,,,,,,
4936,Sulejowek,Tourists,0,4,2,4,Grasslands,,,,,,,,
4934,Willandra Lakes,0,0,11,14,12,Urban,,,,,,,,
