id,Prov,trade good ,latent trade good,tax,prod,manpower,terrain,Center of Trade,Local Airport,Airport,Border Crossing,Mountain Pass,Isthmus,River Tributary,River Estruary,Satellite City,Training Area
2426,Olsztynek,Pigs,0,2,3,2,Woods, , , , , , , , ,,
2427,Rybno,0,0,1,1,1,Grasslands, , , , , , , , ,,
2428,Siemiatycze,Cattle,0,1,1,1,Farmlands, , , , , , , , ,,
2429,Suchowola,Pigs,0,1,1,1,Grasslands, , , , , , , , ,,
2430,Kuznica,Iron,0,1,1,1,Forest, , , ,1, , , , ,,
2431,Monki,Vegetables,0,2,1,2,Farmlands, , , , , , , , ,,
2432,Krypno,Poultry,0,1,1,1,Woods, , , , , , , , ,,
2433,Sokolka,Iron,0,3,3,4,Urban, , , , , , , , ,,
2434,Wasilkow,Vegetables,0,3,1,3,Woods, , , , , , , , ,,
2435,Kozlowo,Triticale,0,1,1,1,Grasslands, , , , , , , , ,,
2436,Radzilow,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
2437,Zawady,Mushrooms,0,1,1,1,Forest, , , , , , , , ,,
2438,Nidzica,Lumber,0,3,3,3,Woods, , , , , , , , ,,
2439,Wizna,Pigs,0,1,1,1,Floodplains, , , , , , ,1, ,,
2440,Czarny Dunajec,Oscypek,0,3,1,4,Highlands, , , ,1, , , , ,,
2441,Suprasl,Tourists,0,2,2,3,Forest, , , , , , , , ,,
2442,Sokoly,Apiculture,0,1,1,1,Woods, , , , , , , , ,,
2443,Lapy,Dairy,0,3,2,3,Woods, , , , , , , , ,,
2444,Strachowka,Wheat,0,1,1,1,Forest, , , , , , , , ,,
2445,Rybno,Fish,0,#N/A,#N/A,#N/A,Floodplains, , , , , , , , ,,
2446,Dunajec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
2447,Brwinow,0,0,5,3,5,Grasslands, , , , , , , , ,,
2448,Boleslaw,Coal,0,#N/A,#N/A,#N/A,Grasslands, , , , , , , , ,,
2449,Wolbrom,Chemicals,0,3,4,4,Grasslands, , , , , , , , ,,
2450,Bieliny,Fruits,0,2,1,1,Farmlands, , , , , , , , ,,
2451,Bukowno,Lumber,0,1,2,1,Drylands, , , , , , , , ,,
2452,Laczna,Iron,0,1,1,1,Woods, , , , , , , , ,,
2453,Suchedniow,Stone,0,1,1,1,Forest, , , , , , , , ,,
2454,Jozefow nad Wisla,Vodka,0,1,1,1,Woods, , , , , , , , ,,
2455,Bodzechow,Iron,0,2,1,2,Grasslands, , , , , , , , ,,
2456,Sienno,0,0,1,1,1,Farmlands, , , , , , , , ,,
2457,Tomaszow Mazowiecki,0,0,2,1,2,Grasslands, , , , , , , , ,,
2458,Bedkow,0,0,1,1,1,Grasslands, , , , , , , , ,,
2459,Rzgow,Cloth,0,2,1,2,Grasslands, , , , , , , , ,,
2460,Tuszyn,Paper,0,2,1,2,Farmlands, , , , , , , , ,,
2461,Lodz Centrum,Cloth,Finances,8,10,7,High Urban,3, , , , , , , ,,
2462,City of Pabianice,Cloth,0,10,10,11,Urban,1, , , , , , , ,,
2463,Nowosolna,Lumber,0,1,1,1,Grasslands, , , , , , , , ,,
2464,Lutomiersk,Lumber,0,1,1,1,Grasslands, , , , , , , , ,,
2465,Wartkowice,0,0,1,1,1,Grasslands, , , , , , , , ,,
2466,Moszczenica,Vegetables,0,2,1,2,Grasslands, , , , , , , , ,,
2467,City of Brzeziny,Wool,0,1,1,2,Farmlands, , , , , , , , ,,
2468,Dmosin,Fruits,0,1,1,1,Farmlands, , , , , , , , ,,
2469,City of Glowno,Cloth,0,1,1,2,Woods, , , , , , , , ,,
2470,Strykow,0,0,3,8,2,Farmlands, , , , , , , , ,,
2471,Chott el-Jerid,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
2471,Dunajec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
2472,Blizn,Iron,0,1,1,1,Forest, , , , , , , , ,,
2473,Wasniow,Triticale,0,1,1,1,Farmlands, , , , , , , , ,,
2474,Kozlow,Dairy,0,1,1,1,Farmlands, , , , , , , , ,,
2475,Wodzislaw,Maize,0,1,1,1,Hills, , , , , , , , ,,
2476,Dzierzkow,Metalworking,Electronics,7,8,6,Urban, , , , , , , , ,,
2477,Obozisko,Wool, ,4,4,3,Woods, , , , , , , , ,,
2478,Akademickie,Consumer Goods, ,5,5,5,Urban, , , , , , , , ,,
2479,Predocinek,Vegetables, ,4,4,4,Grasslands, , , , , , , , ,,
2480,Borki,Apiculture,0,6,5,5,Grasslands, , , , , , , , ,,
2481,Winna Gora,Chemicals, ,1,1,1,Hills, , , , , , , , ,,
2482,Lipowica,Wheat, ,1,1,1,Farmlands, , , , , , , , ,,
2483,Warnenczyka,Fruits, ,1,1,1,Urban, , , , , , , , ,,
2484,Marii Konopnickiej,Pigs, ,1,1,1,Farmlands, , , , , , , , ,,
2485,Przemyslawa,Apiculture, ,1,1,1,Hills, , , , , , , , ,,
2486,Zielonka,Lumber, ,1,1,1,Forest, , , , , , , , ,,
2487,Lwowskie,Poultry, ,1,1,1,Grasslands, , , , , , , , ,,
2488,Za Wiarem,Stone, ,1,1,1,Grasslands, , , , , , , , ,,
2489,Slowackiego,Metalworking,Vehicles,1,1,1,Farmlands, , , , , , , , ,,
2490,Kruhel Wielki,Lumber, ,1,1,1,Hills, , , , , , , , ,,
2491,Kroscienko,Wheat, ,1,1,1,Hills, , , , , , , , ,,
2492,Traugutta,Ceramics, ,1,2,1,Grasslands, , , , , , , , ,,
2493,Suchodol,Lumber, ,1,1,1,Woods, , , , , , , , ,,
2494,Polanka,Lumber,Woodworking,1,2,1,Farmlands, , , , , , , , ,,
2495,Turaszowka,Cattle, ,1,1,1,Grasslands, , , , , , , , ,,
2496,Zawodzie,Paper, ,2,3,1,Urban, , , , , , , , ,,
2497,Bialobrzegi,Glass, ,2,3,1,Urban, , , , , , , , ,,
2498,Falkowa,Fur, ,2,3,2,Highlands, , , , , , , , ,,
2499,Wilkow,Pigs,0,#N/A,#N/A,#N/A,Farmlands, , , , , , , , ,,
2500,Biegonice,Chemicals,Electronics,4,5,3,Farmlands, , , , , , , , ,,
2501,Zawada,Lumber, ,2,3,2,Woods, , , , , , , , ,,
2502,Kochanowskiego,Consumer Goods, ,4,4,3,Urban, , , , , , , , ,,
2503,Helena,Wool, ,3,3,2,Grasslands, , , , , , , , ,,
2504,Dzbow,Iron, ,2,4,3,Grasslands, , , , , , , , ,,
2505,Gnaszyn,Stone, ,3,5,2,Hills, , , , , , , , ,,
2506,Stradom,Cloth, ,2,3,3,Grasslands, , , , , , , , ,,
2507,Lisieniec,Lumber, ,3,3,2,Grasslands, , , , , , , , ,,
2508,Grabowka,Apiculture, ,3,3,3,Grasslands, , , , , , , , ,,
2509,Bleszno,Pigs, ,3,3,2,Grasslands, , , , , , , , ,,
2510,Mirow,Triticale, ,4,3,2,Hills, , , , , , , , ,,
2511,Zawodzie,Coal, ,4,5,3,Urban, , , , , , , , ,,
2512,Ostatni Grosz,Consumer Goods, ,4,5,4,Urban, , , , , , , , ,,
2513,Tysiaclecie,Metalworking, ,4,5,4,Urban, , , , , , , , ,,
2514,Kiedrzyn,Horses, ,2,3,3,Grasslands, , , , , , , , ,,
2515,Polnoc,Wheat, ,2,3,2,Farmlands, , , , , , , , ,,
2516,Wyczerpy-Aniolow,Wool, ,3,3,2,Farmlands, , , , , , , , ,,
2517,Chyszow-Krakowska,Metalworking, ,4,5,3,Urban, , , , , , , , ,,
2518,Guminska-Zablocie,Wheat, ,2,3,3,Farmlands, , , , , , , , ,,
2519,Moscice,Chemicals, ,3,6,3,Urban, , , , , , , , ,,
2520,Klikowa,Stone, ,3,4,2,Farmlands, , , , , , , , ,,
2521,Tarnow Krzyz,Copper, ,3,3,2,Hills, , , , , , , , ,,
2522,Tarnow Rzedzin,Horses, ,2,2,2,Hills, , , , , , , , ,,
2523,,Wheat, ,2,1,1,Highlands, , , , , , , , ,,
2524,Ruptawa,Cattle, ,1,1,1,Highlands, , , , , , , , ,,
2525,Jastrzebski-Zdroj,Coal, ,2,3,2,Urban, , , , , , , , ,,
2526,Zofiowka,Coal, ,2,3,3,Urban, , , , , , , , ,,
2527,Bzie,Wheat, ,2,1,2,Farmlands, , , , , , , , ,,
2528,Szeroka,Coal, ,2,3,2,Farmlands, , , , , , , , ,,
2529,Borynia,Pigs, ,1,1,1,Farmlands, , , , , , , , ,,
2530,Zory-Zachod,Metalworking,Vehicles,2,3,2,Urban, , , , , , , , ,,
2531,Rogozna,Vegetables, ,1,1,1,Farmlands, , , , , , , , ,,
2532,Rowien,Consumer Goods, ,1,1,1,Urban, , , , , , , , ,,
2533,Kleszczowka,Metalworking, ,2,2,2,Woods, , , , , , , , ,,
2534,Roj,Consumer Goods, ,1,1,1,Urban, , , , , , , , ,,
2535,Baranowice,Mushrooms, ,1,1,1,Forest, , , , , , , , ,,
2536,Gliwice-Zerniki,Wheat, ,3,3,3,Farmlands, , , , , , , , ,,
2537,Gliwice-Kopernika,Lumber, ,3,4,2,Woods, , , , , , , , ,,
2538,Czechowice,Metalworking, ,3,4,2,Farmlands, , , , , , , , ,,
2539,Labedy,Iron, ,4,5,3,Urban,, , , , , , , ,,
2540,Stare Gliwice,Consumer Goods, ,3,4,2,Farmlands, , , , , , , , ,,
2541,Gliwice-Brzezinka,Poultry, ,3,4,2,Farmlands, , , , , , , , ,,
2542,Sosnica,Copper, ,4,5,3,Urban, , , , , , , , ,,
2543,Bailona,Lumber,Woodworking,4,4,3,Urban, , , , , , , , ,,
2544,Ligota Zabrska,Coal, ,3,5,2,Woods, , , , , , , , ,,
2545,Sikornik-Trynek,Wheat, ,3,3,3,Farmlands, , , , , , , , ,,
2546,Wojtowa Wies,Triticale, ,3,3,3,Farmlands, , , , , , , , ,,
2547,Ostropa,Horses, ,3,4,2,Farmlands, , , , , , , , ,,
2548,Bojkow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
2549,Centrum-Poludnie,Consumer Goods, ,3,2,3,Urban, , , , , , , , ,,
2550,Makoszowy,Cattle, ,1,1,2,Grasslands, , , , , , , , ,,
2551,Guido,Coal, ,4,3,3,Urban, , , , , , , , ,,
2552,Zaborze,Metalworking, ,3,3,2,Woods, , , , , , , , ,,
2553,Zabrze Biskupice,Vegetables, ,3,2,3,Urban, , , , , , , , ,,
2554,Rokitnica,Horses, ,1,2,3,Grasslands, , , , , , , , ,,
2555,Osiedle Kopernika,Consumer Goods, ,4,3,3,Urban, , , , , , , , ,,
2556,Grzybowice,Triticale, ,1,2,2,Farmlands, , , , , , , , ,,
2557,Mikulczyce,Fish, ,1,1,2,Floodplains, , , , , , , , ,,
2558,Maciejow,Metalworking, ,3,3,3,Urban, , , , , , , , ,,
2559,Chebzie,Consumer Goods, ,4,2,4,Urban, , , , , , , , ,,
2560,Ruda,Cloth, ,3,2,2,Woods, , , , , , , , ,,
2561,Wirek,Coal, ,4,4,3,Urban, , , , , , , , ,,
2562,Bielszowice,Horses, ,2,2,3,Grasslands, , , , , , , , ,,
2563,Kochlowice,Chemicals, ,4,4,4,Urban, , , , , , , , ,,
2564,Halemba,Coal, ,3,3,3,Urban, , , , , , , , ,,
2565,Sucha Gora,Stone, ,2,2,2,Hills, , , , , , , , ,,
2566,Stolarzowice,Lumber,Woodworking,2,2,3,Grasslands, , , , , , , , ,,
2567,Stroszek,Consumer Goods, ,4,2,4,Urban, , , , , , , , ,,
2568,Miechowice,Coal, ,3,2,3,Urban, , , , , , , , ,,
2569,Bobrek,Chemicals, ,2,2,2,Drylands, , , , , , , , ,,
2570,Rozbark,Coal, ,3,2,3,Urban, , , , , , , , ,,
2571,Szombierki,Consumer Goods, ,4,2,4,Urban, , , , , , , , ,,
2572,Lagiewniki-Bytom,Stone, ,3,2,3,Urban, , , , , , , , ,,
2573,Kozlowa Gora,Poultry, ,1,1,3,Farmlands, , , , , , , , ,,
2574,Szarlej,Metalworking, ,2,2,1,Urban, , , , , , , , ,,
2575,Dabrowka Wielka,Wheat, ,1,1,2,Farmlands, , , , , , , , ,,
2576,Brzeziny Slaskie,Copper, ,2,1,1,Farmlands, , , , , , , , ,,
2577,Chropaczow,Coal, ,3,2,3,Urban, , , , , , , , ,,
2578,Zgoda,Coal, ,3,2,2,Urban, , , , , , , , ,,
2579,Bangow,Iron, ,2,3,3,Farmlands, , , , , , , , ,,
2580,Bytkow,Metalworking, ,5,3,4,Urban, , , , , , , , ,,
2581,Chorzow Stary,Coal, ,3,3,2,Farmlands, , , , , , , , ,,
2582,WPKiW,Tourists, ,2,1,1,Woods, , , , , , , , ,,
2583,Chorzow II,Metalworking, ,6,3,5,Urban, , , , , , , , ,,
2584,Chorzow Batory,Chemicals, ,5,6,5,Urban, , , , , , , , ,,
2585,Makolowiec,Paper, ,3,5,4,Woods, , , , , , , , ,,
2586,Wygorzele,Wheat,Processed Food,3,4,3,Farmlands, , , , , , , , ,,
2587,Urbanowice,Metalworking,Vehicles,5,6,4,Farmlands, , , , , , , , ,,
2588,Paprocany,Iron, ,3,5,3,Forest, , , , , , , , ,,
2589,Wilkowyje,Consumer Goods, ,3,5,4,Farmlands, , , , , , , , ,,
2590,Podlesna,Mushrooms, ,2,2,2,Forest, , , , , , , , ,,
2591,Zielona Gorka,Pigs, ,2,2,2,Floodplains, , , , , , , , ,,
2592,Wojska Polskiego,Lumber, ,2,2,2,Forest, , , , , , , , ,,
2593,Pojezierze,Consumer Goods, ,4,4,3,Urban, , , , , , , , ,,
2594,Mazurskie,Stone, ,3,4,2,Floodplains, , , , , , , , ,,
2595,Kortowo,Tourists, ,3,3,2,Floodplains, , , , , , , , ,,
2596,Brzeziny,Beer, ,3,4,2,Grasslands, , , , , , , , ,,
2597,Generalow-Pieczewo,Wool, ,3,3,2,Grasslands, , , , , , , , ,,
2598,Nad Jeziorem Dlugim,Fish, ,3,3,2,Floodplains, , , , , , , , ,,
2599,Redykajny,Horses, ,3,3,2,Farmlands, , , , , , , , ,,
2600,Likusy,Tourists, ,3,3,2,Floodplains, , , , , , , , ,,
2601,Gutkowo,Horses, ,2,3,2,Grasslands, , , , , , , , ,,
2602,Dajtki,Consumer Goods, ,4,4,3,Urban, , , , , , , , ,,
2603,Chabry,Consumer Goods, ,2,3,1,Urban, , , , , , , , ,,
2604,Zakrzow,Stone, ,2,3,1,Urban, , , , , , , , ,,
2605,Goslawice,Wool, ,1,1,1,Grasslands, , , , , , , , ,,
2606,Wroblin,Poultry, ,1,1,1,Farmlands, , , , , , , , ,,
2607,Brzezie,Chemicals, ,2,2,1,Farmlands, , , , , , , , ,,
2608,Swierkle,Fur, ,1,2,1,Forest, , , , , , , , ,,
2609,Groszowice,Triticale, ,1,1,1,Farmlands, , , , , , , , ,,
2610,Kolonia Goslawicka,Apiculture, ,1,1,1,Grasslands, , , , , , , , ,,
2611,Grudzice,Dairy, ,1,2,1,Grasslands, , , , , , , , ,,
2612,Bierkowice,Fruits,Processed Food,2,3,1,Urban, , , , , , , , ,,
2613,Polwies,Cloth, ,2,2,1,Farmlands, , , , , , , , ,,
2614,Lambinowice,Wheat,0,1,1,1,Farmlands, , , , , , , , ,,
2615,Grodkow,Horses,0,2,1,3,Farmlands, , , , , , , , ,,
2616,Dunajec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
2617,Lubsza,Mushrooms,0,1,1,1,Woods, , , , , , , , ,,
2618,Golina,0,0,1,1,2,Grasslands, , , , , , , , ,,
2619,Korfantow,Pigs,0,1,1,1,Grasslands, , , , , , , , ,,
2620,Dunajec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
2621,Miedzyborz,Dairy,0,1,1,1,Farmlands, , , , , , , , ,,
2622,Ladek,0,0,1,1,1,Grasslands, , , , , , , , ,,
2623,Siechnice,Vegetables,0,5,3,5,Grasslands, , , , , , , , ,,
2624,Goluchow,0,0,1,1,2,Farmlands, , , , , , , , ,,
2625,Dunajec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
2626,Czernica,Vegetables,0,3,1,4,Grasslands, , , , , , , , ,,
2627,Dobroszyce,Lumber,0,1,1,1,Woods, , , , , , , , ,,
2628,Odolanow,0,0,2,2,2,Grasslands, , , , , , , , ,,
2629,Kotlin,0,0,1,1,1,Farmlands, , , , , , , , ,,
2630,Strzalkowo,0,0,1,1,1,Farmlands, , , , , , , , ,,
2631,Niechanowo,0,0,1,1,1,Farmlands, , , , , , , , ,,
2632,Krosnice,Fish,0,1,1,1,Forest, , , , , , , , ,,
2633,Dobrzyca,0,0,1,1,1,Farmlands, , , , , , , , ,,
2634,Cieszkow,Vegetables,0,1,1,1,Grasslands, , , , , , , , ,,
2635,Dominowo,Cattle,0,1,1,1,Farmlands, , , , , , , , ,,
2636,Oborniki Slaskie,Poultry,0,3,2,3,Forest, , , , , , , , ,,
2637,Miekinia,Lumber,0,3,3,3,Woods, , , , , , , , ,,
2638,Zorawina,Barley,0,2,1,2,Grasslands, , , , , , , , ,,
2639,Dunajec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
2640,Krzykosy,Barley,0,1,1,1,Grasslands, , , , , , , , ,,
2641,Ostrzeszow,0,0,3,4,4,Woods, , , , , , , , ,,
2642,Bierutow,Sugar,0,1,1,1,Grasslands, , , , , , , , ,,
2643,City of Ostrow Wielkopolski,0,0,11,16,13,Urban,1, , , , , , , ,,
2644,Przygodzice,0,0,2,1,2,Forest, , , , , , , , ,,
2645,Raszkow,0,0,2,1,2,Farmlands, , , , , , , , ,,
2646,Gizalki,0,0,1,1,1,Forest, , , , , , , , ,,
2647,CZermin,0,0,#N/A,#N/A,#N/A,Farmlands, , , , , , , , ,,
2648,Powidz,Maize,0,1,1,1,Forest, , , , , ,1, , ,,
2649,Janikowo,0,0,2,2,2,Farmlands, , , , , , , , ,,
2650,Kozmin Wielkopolski,0,0,2,2,2,Farmlands, , , , , , , , ,,
2651,Jarocin,0,0,7,8,8,Urban, , , , , , , , ,,
2652,Sulmierzyce,Maize,0,#N/A,#N/A,#N/A,Grasslands, , , , , , , , ,,
2653,Prusice,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
2654,Mogilno,0,0,4,3,4,Farmlands, , , , , ,1, , ,,
2655,Barlinek,Metalworking,Woodworking,3,3,3,Forest, , , , , , , , ,,
2656,Klodawa,Lumber,0,1,1,2,Forest, , , , , , , , ,,
2657,Kamiennik,Dairy,0,1,1,1,Hills, , , , , , , , ,,
2658,Pobiedziska,0,0,3,2,4,Farmlands, ,1, , , , , , ,,
2659,Kleszczowo,0,0,2,1,2,Farmlands, , , , , , , , ,,
2660,Miejska Gorka,0,0,1,1,1,Farmlands, , , , , , , , ,,
2661,Pogorzela,0,0,1,1,1,Farmlands, , , , , , , , ,,
2662,Zaniemysl,Lumber,0,1,1,1,Grasslands, , , , , , , , ,,
2663,Rawicz,Pigs,0,4,7,5,Urban,1, , , , , , , ,,
2664,Gostyn,0,0,4,7,5,Farmlands, , , , , , , , ,,
2665,Dunajec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
2666,Dunajec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
2667,Kobyla Gora,0,0,1,1,1,Forest, , , , , , , , ,,
2668,Namyslow,Beer,0,3,4,4,Urban, , , , , , , , ,,
2669,Slawice,Pigs, ,1,2,1,Farmlands, , , , , , , , ,,
2670,Zaodrze,Consumer Goods, ,3,2,1,Urban, , , , , , , , ,,
2671,Winow-Nadodrze,Horses, ,2,2,1,Grasslands, , , , , , , , ,,
2672,Szczepanowice,Vegetables, ,1,1,1,Grasslands, , , , , , , , ,,
2673,Grotowice,Copper, ,1,2,1,Farmlands, , , , , , , , ,,
2674,Chmielowice,Paper, ,2,2,1,Farmlands, , , , , , , , ,,
2675,Wrzoski,Barley, ,1,2,1,Farmlands, , , , , , , , ,,
2676,Czarnowasy,Triticale, ,1,1,1,Farmlands, , , , , , , , ,,
2677,Malina,Salt, ,1,2,1,Grasslands, , , , , , , , ,,
2678,Nowa Wies Krolewska,Cattle, ,1,2,1,Grasslands, , , , , , , , ,,
2679,Zagorze Poludniowe,Consumer Goods, ,3,3,3,Urban, , , , , , , , ,,
2680,Kazimierz Gorniczy,Coal, ,2,2,2,Woods, , , , , , , , ,,
2681,Ostrowy Gornicze,Horses, ,2,2,2,Grasslands, , , , , , , , ,,
2682,Juliusz,Metalworking, ,2,2,2,Woods, , , , , , , , ,,
2683,Kalinowa,Iron, ,3,3,2,Urban, , , , , , , , ,,
2684,Sielec,Consumer Goods, ,3,3,3,Urban, , , , , , , , ,,
2685,Stary Sosnowiec,Fish, ,2,2,3,Floodplains, , , , , , , , ,,
2686,Milowice,Copper, ,2,2,2,Woods, , , , , , , , ,,
2687,Modrzejow,Metalworking,Electronics,2,2,2,Woods, , , , , , , , ,,
2688,Pogon,Consumer Goods, ,3,3,2,Urban, , , , , , , , ,,
2689,Zagorze Polnocne,Lumber, ,2,2,3,Woods, , , , , , , , ,,
2690,Srodula,Consumer Goods, ,3,3,2,Urban, , , , , , , , ,,
2691,Maczki,Chemicals, ,2,2,3,Woods, , , , , , , , ,,
2692,Pustynia Bledowska,Lumber, ,1,1,1,Woods, , , , , , , , ,,
2693,Huta Katowice,Metalworking, ,2,4,1,Urban, , , , , , , , ,,
2694,Stary Lubotyn,0,0,1,1,1,Grasslands, , , , , , , , ,,
2695,Zielona-Pogoria,Lumber, ,1,1,1,Marsh, , , , , , , , ,,
2696,Reden,Paper, ,2,2,2,Urban, , , , , , , , ,,
2697,Golonog Poludniowy,Consumer Goods, ,3,3,2,Urban, , , , , , , , ,,
2698,Golonog Wschodni,Consumer Goods, ,3,1,2,Urban, , , , , , , , ,,
2699,Antoniow,Fish, ,1,1,1,Floodplains, , , , , , , , ,,
2700,Losien,Coal, ,2,3,1,Urban, , , , , , , , ,,
2701,Strzemieszyce Male,Metalworking, ,1,2,1,Woods, , , , , , , , ,,
2702,Strzemieszyce Wielkie,Apiculture, ,1,1,1,Forest, , , , , , , , ,,
2703,Ujejsce,Fish, ,1,1,1,Floodplains, , , , , , , , ,,
2704,Trzebieslawice,Poultry, ,1,1,1,Forest, , , , , , , , ,,
2705,Zabkowice,Stone, ,2,2,1,Urban, , , , , , , , ,,
2706,Tucznawa,Barley, ,1,1,1,Grasslands, , , , , , , , ,,
2707,ĹÄ™ka,Wheat, ,2,1,1,Farmlands, , , , , , , , ,,
2708,Okradzionow,Lumber, ,1,1,1,Woods, , , , , , , , ,,
2709,Bledow,Mushrooms, ,1,1,1,Forest, , , , , , , , ,,
2710,Dobra,Triticale, ,1,1,1,Farmlands, , , , , , , , ,,
2711,Niedzieliska,Consumer Goods, ,2,1,1,Urban, , , , , , , , ,,
2712,Wiloszyn,Mushrooms, ,1,1,1,Woods, , , , , , , , ,,
2713,Ciezkowice,Horses,0,1,1,1,Woods, , , , , , , , ,,
2714,Bory-Stara Huta,Coal, ,1,1,1,Urban, , , , , , , , ,,
2715,Wesole Miasteczko,Chemicals, ,1,1,1,Woods, , , , , , , , ,,
2716,Dabrowa Narodowa,Pigs, ,1,1,1,Grasslands, , , , , , , , ,,
2717,Pieczyska,Stone, ,1,1,1,Urban, , , , , , , , ,,
2718,Szczakowa,Iron, ,1,1,1,Urban, , , , , , , , ,,
2719,Dlugoszyn,Triticale, ,1,1,1,Grasslands, , , , , , , , ,,
2720,Kozmin-Jeziorki,Lumber, ,1,1,1,Forest, , , , , , , , ,,
2721,Byczyna,Cattle, ,1,1,1,Grasslands, , , , , , , , ,,
2722,Cezarowka,Triticale, ,1,1,1,Farmlands, , , , , , , , ,,
2723,Jelen,Lumber, ,1,1,1,Forest, , , , , , , , ,,
2724,Kawaleryjskie,Consumer Goods, ,5,3,4,Urban, , , , , , , , ,,
2725,Sloneczny Stok,Hemp, ,3,2,2,Grasslands, , , , , , , , ,,
2726,Slopnice,Wheat,0,1,1,1,Hills, , , , , , , , ,,
2727,Kamienica,#N/A,#N/A,1,1,1,#N/A, , , , , , , , ,,
2728,Pcim,Lumber,0,1,1,2,Forest, , , , , , , , ,,
2729,Tokarnia,Mushrooms,0,1,1,1,Woods, , , , , , , , ,,
2730,klaj,Apiculture,0,1,1,2,Forest, , , , , , , , ,,
2731,Siepraw,Stone,0,1,1,1,Hills, , , , , , , , ,,
2732,Swiatniki Gorne,Wheat,0,2,1,2,Farmlands, , , , , , , , ,,
2733,Mogilany,Maize,0,2,1,3,Farmlands, , , , , , , , ,,
2734,Krzywcza,Vodka,0,1,1,1,Woods, , , , , , , , ,,
2735,Medyka,Vegetables,0,1,1,1,Farmlands, , , ,1, , , , ,,
2736,Krasiczyn,Lumber,0,1,1,1,Forest, , , , , , , , ,,
2737,Telatyn,Hemp,0,1,1,1,Farmlands, , , , , , , , ,,
2738,Horodlo,Vegetables,0,1,1,1,Farmlands, , , , , , , , ,,
2739,Jarczow,Triticale,0,1,1,1,Farmlands, , , , , , , , ,,
2740,Dunajec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
2741,Raciaz,0,0,1,1,1,Grasslands, , , , , , , , ,,
2742,Janowo,Triticale,0,1,1,1,Grasslands, , , , , , , , ,,
2743,Kuczbork-Osada,0,0,#N/A,#N/A,#N/A,Grasslands, , , , , , , , ,,
2744,Szrensk,0,0,1,1,1,Grasslands, , , , , , , , ,,
2745,City of Zambrow,Iron,0,3,3,3,Urban, , , , , , , , ,,
2746,Rzasnia,Stone,0,1,1,1,Grasslands, , , , , , , , ,,
2747,Dunajec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
2749,Dunajec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
2750,Twarog,0,0,1,1,1,Forest, , , , , , , , ,,
2751,Pila,0,0,11,17,13,Urban,3, , , , , , , ,,
2752,Rumia,Naval supplies,0,8,5,9,Urban, , , , , , , , ,,
2753,Somonino,Ceramics,0,2,1,2,Hills, , , , , , , , ,,
2754,Wierzchowo,Lumber,0,1,1,1,Forest, , , , , , , , ,,
2755,Tarnowka,Barley,0,1,1,1,Forest, , , , , , , , ,,
2756,Koniusza,Wheat,0,1,1,1,Farmlands, , , , , , , , ,,
2757,Nowa Deba,Copper,0,2,4,3,Forest, , , , , , , , ,,
2758,Grebow,Sulfur,0,1,1,1,Grasslands, , , , , , , , ,,
2759,Stalowa Wola,Iron,0,10,17,10,Urban,2, , , , , , , ,,
2760,Bejsce,Barley,0,1,1,1,Farmlands, , , , , , , , ,,
2761,Rudnik nad Sanem,Wool,0,1,1,1,Grasslands, , , , , , , , ,,
2762,Radomysl nad Sanem,Fruits,0,1,1,1,Grasslands, , , , , , , , ,,
2763,Padew Narodowy,Cattle,0,1,1,1,Hills, , , , , , , , ,,
2764,Bojanow,Sulfur,0,1,1,1,Farmlands, , , , , , , , ,,
2765,Tuszow Narodowy,Vodka,0,1,1,1,Woods, , , , , , , , ,,
2766,Lubncie,Hemp,0,#N/A,#N/A,#N/A,Farmlands, , , , , , , , ,,
2767,Szczucin,Fruits,0,1,1,2,Farmlands, , , , , , , , ,,
2768,Czermin,Ceramics,0,1,1,1,Hills, , , , , , , , ,,
2769,Borowa,Wheat,0,1,1,1,Farmlands, , , , , , , , ,,
2770,Potok Wielki,Fish,0,1,1,1,Woods, , , , , , , , ,,
2771,Trzydnik Duzy,Barley,0,1,1,1,Farmlands, , , , , , , , ,,
2772,Gorzyce,Copper,0,3,2,3,Hills, , , , , , ,1, ,,
2773,Majdan Krolewski,Apiculture,0,1,1,1,Grasslands, , , , , , , , ,,
